timestamp,battery_mv,die_temp_c,tank_top_c,tank_temp_start_c,tank_temp_bottom_c,tank_temp_end_c
2026-03-24T00:00:36.123810,13054,22.965,69.812,62.125,20.25,62.125
2026-03-24T00:05:42.472335,13054,22.645,69.687,62.0,20.187,62.0
2026-03-24T00:10:48.840580,13020,23.284,69.5,60.0,20.0,60.0
2026-03-24T00:15:55.197040,13048,22.965,69.312,59.875,19.937,59.875
2026-03-24T00:21:01.545123,12993,24.244,69.125,59.812,20.0,59.812
2026-03-24T00:26:07.881753,13037,22.965,68.937,59.937,20.062,59.937
2026-03-24T00:31:14.222494,13026,22.965,68.875,60.5,20.187,60.5
2026-03-24T00:36:20.548774,13042,22.325,68.75,61.25,20.187,61.25
2026-03-24T00:41:26.873129,12943,22.965,68.562,61.062,20.312,61.062
2026-03-24T00:46:33.207359,13031,23.284,68.375,61.062,20.375,61.062
2026-03-24T00:51:39.543162,13026,23.284,68.25,61.125,20.375,61.125
2026-03-24T00:56:45.861750,13020,22.645,68.125,61.125,20.187,61.125
2026-03-24T01:01:52.157962,12993,22.645,67.937,61.25,20.125,61.25
2026-03-24T01:06:58.452745,12987,23.284,67.812,61.187,20.0,61.187
2026-03-24T01:12:04.746600,12998,22.965,67.687,60.75,20.0,60.75
2026-03-24T01:17:11.064799,12987,22.965,67.562,60.375,19.937,60.375
2026-03-24T01:22:17.372322,13031,22.645,67.375,60.437,19.875,60.437
2026-03-24T01:27:23.693394,13015,22.965,67.25,60.312,19.875,60.312
2026-03-24T01:32:30.026642,13031,22.645,67.125,60.312,19.875,60.312
2026-03-24T01:37:36.352473,13015,22.965,67.0,60.375,19.875,60.375
2026-03-24T01:42:42.650757,12970,23.284,66.875,60.437,19.937,60.437
2026-03-24T01:47:48.957159,12970,23.924,66.75,60.25,19.937,60.25
2026-03-24T01:52:55.215398,12965,22.965,66.625,60.25,19.875,60.25
2026-03-24T01:58:01.488465,12976,22.645,66.5,60.125,19.875,60.125
2026-03-24T02:03:07.785401,12965,23.284,66.312,60.187,19.875,60.187
2026-03-24T02:08:14.128735,12981,22.645,66.25,60.25,19.937,60.25
2026-03-24T02:13:20.416709,13015,22.645,66.062,60.25,20.0,60.25
2026-03-24T02:18:26.694758,12993,22.965,66.0,59.937,20.0,59.937
2026-03-24T02:23:32.952888,12970,22.645,65.875,59.562,20.0,59.562
2026-03-24T02:28:39.248275,13009,22.645,65.75,59.625,19.937,59.625
2026-03-24T02:33:45.536718,12954,22.645,65.562,59.625,19.937,59.625
2026-03-24T02:38:51.818832,12987,23.284,65.5,59.687,19.937,59.687
2026-03-24T02:43:58.093191,12954,23.284,65.375,59.437,19.937,59.437
2026-03-24T02:49:04.377006,12987,22.645,65.25,59.562,20.0,59.562
2026-03-24T02:54:10.660150,12954,22.645,65.125,59.312,20.062,59.312
2026-03-24T02:59:16.960886,12993,22.645,65.0,59.312,20.125,59.312
2026-03-24T03:04:23.258638,12948,23.284,64.937,59.062,20.125,59.062
2026-03-24T03:09:29.557632,12959,23.284,64.812,59.125,20.125,59.125
2026-03-24T03:14:35.850988,12987,22.645,64.687,58.937,20.187,58.937
2026-03-24T03:19:42.127477,12987,22.965,64.562,58.875,20.25,58.875
2026-03-24T03:24:48.407756,12943,22.325,64.5,58.875,20.375,58.875
2026-03-24T03:29:54.704133,12959,23.284,64.375,58.437,20.5,58.437
2026-03-24T03:35:00.993769,12976,22.645,64.25,58.437,20.562,58.437
2026-03-24T03:40:07.276008,12965,22.645,64.187,58.625,20.625,58.625
2026-03-24T03:45:13.590436,12987,22.965,64.062,58.75,20.75,58.75
2026-03-24T03:50:19.896871,12987,22.645,63.937,58.375,20.812,58.375
2026-03-24T03:55:26.202844,12976,22.965,63.875,58.125,20.812,58.125
2026-03-24T04:00:32.529251,12926,23.284,63.75,58.187,20.812,58.187
